Timestamp	How did you get to this poll?	Which one are you?	When did you get into Yohaji?	What got you interested in Yohaji? (Optional)	Your NUMBER 1 favorite character?	Your other faves? (Around/up to 3)	Favorite character dynamics? (Around/up to 3)	Gush about your faves here!	Who were your favorite character(s) initially? (If it's not the same as your current faves)	Bonus question: Did you answer the 2022 poll?	Anything else you want to say?	no1	top3	Mentioned	when	reason	reason - character	og fav	wordcount	ships	Column 23	Column 24	Column 25
12/26/2024 16:20:05	Discord	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Akira takahashi🤤🤤🤤🤤🤤	MAME !!!!	akira takahashi, sano mikoto, abe no seimei, abe haruaki	SANOMAME AND THE GAG TRIO!!!! 	OH MY GOD MAME I LOVE MAME i LOVEEE characters that seem all sweet on the outside but infact they hide a hidden side to them and can be serious and threatening when needed its so peak. Also mame is so cute please i want to kill him now		No	sanomame is peak	Mame	Takahashi, Sano, Seimei, Haruaki	Mame	Post anime release (Oct 2024 - now)	Characters	Akira		49	Sano & Mame, Yoseito trio			
12/26/2024 16:20:05	Tumblr	Manga reader	2018	Obviously the best way to get into a manga is starting at the second volume in a Barnes and Noble that didn't have the first	Beniko	Hijita, Renren	BeniHiji platonically. There's a page from a very funny SFW Haikyu doujin called Boys Looking For Boyfriends that is basically what I think would happen if asked if they considered dating (https://i5.myreadingmanga.info/images/2022/05/19/IMG_014.jpg)  Harumiki but in the way that they're inches away from any feelings actually forming.   Kurahashi and Toubyou as a crack ship before the big reveal but like fr I could see Toubyou having a role in a Kurahashi arc.   Momo and Gida but very specifically like in shoujo manga where the guy ffffffucking sucks and you're yelling at the MC to find a better guy			Yes	I miss when there were other named mandragoras besides Marshmallow. Where'd Kazuo go. Are they okay	Beniko	Hijita, Nyuudou		2018	Bookstore			1	Hijita & Beniko, Haruaki & Rintarou, Toubyou & Kurahashi, Momoyama & Yanagida			
12/26/2024 16:21:47	Tumblr	Manga reader	2023	The genre i think? I found youhaji when i searching for slice of life manga to read. It has great combination of SoL and comedy, I was instantly likes it when i read the first few chapters, and later on it has some great serious plot too that makes me love it even more	Sano	Ebisu				No		Sano	Ebisu		2023	School life			1				
12/26/2024 16:24:21	Tumblr	Manga reader	2024, irrelevant to anime announcement	Utagawa's bathhouse scene	Takahashi Akira	Kuniko, Beniko, Ibara	Adopted family (Akira & Kuniko)  Ship (Izuna & Ibara | Kuniko & Renren) Friend group (Sano, Mame, Beniko, Hijita) 	Guys... Do you think Akira is capable of manifesting eyes on ... certain reproduction organs 😭He said it himself he could grow it on any parts of his body so he definitely did try "that" right????? I apologised *cough*, that was a very vulgar thought. <br>Anyway, I still want to beat him the fuck up, I need to assault bro so bad 😭<br>"Ooh you're the type to start at the neck first huh?" Yeah exactly, stfu and let me take a bite (me at the one-sided delutionalship store). <br>Girl I can't do this anymore. Christmas is the season of giving so I'm giving up 😭I need to cut bro up and look inside bro's head so bad (Too bad I'm not a doctor or a scientist, best I could do is to cook bro up 😭). Akiraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa LET ME VIVISECT U TOOOOOOOOOOOOOOOOOOOOOO. I take my word from 2022 poll back, I ain't letting bro do shit to me (delusional yumeshipping thought). I am going to be in charge instead (delusional yumeshipper). I will give bro a very homemade lobotomy (have i said delusional yumeshipper). <br><br>LIKE THE WAY AKIRA LAUGHED HIS AHH WHEN HE WAS BOUT TO BE KILLED BY UTAGAWA???? WHAT THE HECK WAS THAT, screaming and creaming looking at that panel. At last college year already and already contemplating on switching field to medical just because I want to live under bro's skin so bad.... 😭<br><br>ANyway Aside from bro Akira, Ibara is just so cool like too bad she's married. 😭 I need more Ibara's screentime. She's so damn cute???? Everytime she got her screentime I tweak. I have a serious crush on her. (Marry me Ibara)		Yes	😭How come my answer got screenshotted to the new poll post LMFAO. Akira save me Save me Akira	Takahashi	Kuniko, Beniko, Ibara	Takahashi, Ibara	2024, irrelevant to anime announcement	Comedy			278	Takahashi & Kuniko, Izuna & Ibara, Nyuudou & Kuniko, Sano friendgroup			
12/26/2024 16:56:41	Tumblr	Manga reader	2024, irrelevant to anime announcement	Genuinely was busy trying to find good mangas then stumbled upon this gem after reading it I started getting pretty interested in it. 	Ogata Kou	Ogata Rin, Seiryuu, and Genbu! 	I don't really mind dynamics as long as it's done right but I enjoy the childhood friends one	Ogata Kou and Rin are literally one of the few interesting characters since both were formally gods but then turned into yokai it's quite interesting and I enjoy their personalities despite well the smut book stuff their characters are still enjoyable and still fun! 	Dr Takahashi	No		Ogata	Ogata, Seiryuu, Genbu	Ogata	2024, irrelevant to anime announcement			Takahashi	44				
12/26/2024 17:08:43	Tumblr	Manga reader	2023	That one collab with Hanako-kun	HARUAKI, MY BABYGIRL LOVE HIM SINCE DAY 1 	Miki Rintarou, Tamao, and Seimei	Hatanaka,Miki&Haruaki (as a friendship) Haruaki/Miki (ship) Tamao and Haruaki (as a teacher and student)	I've tried to put in words what I feel about Haru and I can't, I just love him so much 		No	Thank you for carrying the fandom on your back for so long	Haruaki	Rintarou, Tamao, Seimei	Haruaki	2023	TBHK collab			20	Teacher trio, Haruaki & Rintarou, Haruaki & Tamao			
12/26/2024 17:14:18	Tumblr	Manga reader	2023	I read your post on MAL's manga awards 	Haruaki	Sano, Miki, Tamao	Sanoaki, Fujigoso, Haruaki bicycle	HARUAKI IS MY PRECIOUS SPARKLING BABY EVEY TIME HIS EYES GO BIG AND HE SMILES HES SO CUTE I LOVE HOW HARD HE TRIES AND ITS SO HEARTWARMING SEEING EVERYONE IN CANON LOVE HIM AS MUCH AS I DO THE CD EXTRA WHERE SANO REALISES JUST HOW MUCH HARUAKI IS LOVED MADE ME WANT TO CRY I LOVE HIMMMMMM		No	I wrote down Haruaki bicycle as one of my fave dynamics but I'm also partial to mikiaki and principalaki	Haruaki	Sano, Rintarou, Tamao	Haruaki	2023	From me?!			59	Haruaki & Sano, Fuji & Ogoso, Haruaki bicycle(?? what does this mean)			
12/26/2024 17:19:13	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Haruaki☀️	Seimei⭐️	Seimei⭐️, Haruaki☀️, Douman🎭	Seimei⭐️, Douman🈵	I wish to know more about seimei, backstory, relationships, how his mind works, what he thinks of the others, the woman he got pregnant(if there is even one), backstory, how he got his powers and shii, how strong he is, clairvoyance(?), Haruaki and Douman😭, BACKSTORY, his mom and dad, CAPTAIN😭, Byako🥹, the 4 gods, 	Haruaki☀️	No		Seimei	Seimei, Haruaki, Principal	Seimei, Haruaki, Principal, Byakko	Post anime release (Oct 2024 - now)	Characters	Haruaki	Haruaki	54	Seimei & Douman			
12/26/2024 17:22:20	Twitter	Manga reader	2024, irrelevant to anime announcement	https://x.com/jazz_bunnies/status/1847172846466093268?s=46&t=lL3ZqrBgW9WyVWTLgukfCA	The Principal	Dr. Takahashi, Ranmaru, Tama	Ashiya/Suzaku, Tama & Renren, Fuji/Ogoso	I want to know what the hell Suzaku’s plan is, what does he want to accomplish? Why did he give up everything for Ashiya? Why does he start to dislike Seimei. T-T I need answersssss. Grrrr everyone’s so likable I sob everyday thinking about this 🥹🥹 	Yanagida	No		Principal	Takahashi, Ranmaru, Tamao	Ranmaru	2024, irrelevant to anime announcement	Characters, Recommend by friend	Akira	Yanagida	46	Principal & Ranmaru, Tamao & Nyuudou, Fuji & Ogoso			
12/26/2024 17:37:04	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Comedy	Izuna	Rensuke, seimei, akisame	Friendship, and how the animal yokai have a friend with big problem	Gag izuna, mature izuna, izuna that acknowledged kai's feeling, izuna that fight for ibara, izuna as the husband and father, izuna that helps rintarou. Izuna best man	Izuna	No		Hatanaka	Nyuudou, Seimei, Tamao	Hatanaka	Post anime release (Oct 2024 - now)	Comedy			27				
12/26/2024 17:42:23	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	the whole story attracts me	HARUAKI ♥	Sano, momoyama, akisame	Sanoharu(otp), momogida duo, technically any duo with seimei are all interesting and i love it, also trio animal youkai (akisame, mame, izuna)		the same as always	No		Haruaki	Sano, Momoyama, Tamao		Post anime release (Oct 2024 - now)	Story			1	Haruaki & Sano, Momoyama & Yanagida, Yoseito trio			
12/26/2024 18:12:57	Twitter	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)	The anime announcement was my first exposure to it and I thought the plot sounds fun (I like yokai) but also the Haruaki from the picture interested me because he looked like he may be my type lmao	HARUAKI HARUAKI HARUAKI HARUAKI HARUAKI HARUSKSHSKHAHRUAI HARUAKI i think Haruaki idk	Fuji, Seiryuu, Kurai	The Haru-Hatanaka-Miki Trio, Fujigoso, Renren and Tama	I love Haru☹️☹️ Btw just so u know when I first started Yohaji I was really obsessed with Matsudappoiyo (the UTAU) and early art style Haru looked similar to him at least the hair so I was really hooked right away I thought the art style change will make me feel awkward but I ended up just liking him even more because he's so cute and generally just a really sweet guy I love him sm literally life-changing I lowkey want a man like him he's like the best character to have as a comfort character he never disappoints I'm very normal about Haruaki I breathe I eat and I sleep with Haruaki in my brain I'm planing to get a plush of him made maybe get a matching bracelet if I stop thinking about him for 5 minutes I may die	Original top 4 was Haruaki, Fuji, Renren, Maeda	No	I like Haruaki 	Haruaki	Fuji, Seiryuu, Kurai	Haruaki	Post anime announcement (Dec 2023 - Oct 2024)	Characters	Haruaki	Nyuudou, Maeda	142	Teacher trio, Fuji & Ogoso, Tamao & Nyuudou			
12/26/2024 18:22:12	Tumblr	Manga reader	2018		Takahashi Akira	Principal/ troupe capitaine/ haruaki abe 	Akira/yamazaki/utagawa        Principal/capitaine       	👀	Haruaki abe	No	Happy new year 🥳 	Takahashi	Principal, Ranmaru, Haruaki		2018			Haruaki	1	Takahashi & Yamazaki & Kuniko, Principal & Ranmaru			
12/26/2024 18:30:48	Tumblr	Manga reader	2023	The story	Suzaku	Principal, Haruaki, Takahashi 	Suzaku x Principal 	He cute and clever	Takahashi	No	I love your translation and thank for the hard work	Ranmaru	Principal, Haruaki, Takahashi	Ranmaru	2023	Story		Takahashi	4	Principal & Ranmaru			
12/26/2024 18:31:03	Twitter	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)	The premise sounded interesting and had a lot of potential for character development. 	Makoto	Haruaki, Takahashi and Fuji	Fuji/Ogoso (ship), Principal/Suzaku (ship), Beniko and her dads (family)	Idh much to say cos I'm a casual fan but my favs are my favs because of certain traits that I like/admire about them. For Makoto it's how he keeps everyone safe despite not having offensive abilities, Haruaki his dedication to being a teacher even if he's not super smart sometimes lmao, Takahashi is just crazy and it's funny to see the others' reactions and for Fuji, I like how calm he is, but also the concept and design of a male yuki-onna. It's not like other media has never portrayed male yuki-onna just that I feel that Fuji is unique		No	Thank you for setting up the poll! I'm glad that I got the chance to talk about my favourite characters :))	Yamazaki	Haruaki, Takahashi, Fuji	Yamazaki, Haruaki, Takahashi, Fuji	Post anime announcement (Dec 2023 - Oct 2024)	Story			101	Principal & Ranmaru, Fuji & Ogoso, Beniko & dads			
12/26/2024 18:33:22	Tumblr	Manga reader	2024, irrelevant to anime announcement	The plot (twist)	Takahashi Akira	Miki Rintarou, Abe Haruaki, Yuta Kurahashi	The 3 idiot teachers (abe, miki, hatanaka), haruaki x rintarou, takahashi fatherly relationship with kuniko			No	Thanks for the wonderful work in translating the content ^^	Takahashi	Rintarou, Haruaki, Kurahashi		2024, irrelevant to anime announcement	Story			1	Teacher trio, Haruaki & Rintarou, Takahashi & Kuniko			
12/26/2024 18:54:59	Tumblr	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Mai-sensei's fabulous foreshadowing	Ranmaru	Acchan, Haru/Seimei 	I like Heian trio, Class 2-3, the teacher trio, animal trio (spinoff), I like a lot	That will take days so I'll sleep lmao ⸜(｡˃ ᵕ ˂ )⸝♡	Rintarou (still like him now tbh)	No	HAPPY NEW YEARRRRRRR 🎉🥳🎊🎁	Ranmaru	Principal, Haruaki, Seimei		Post anime release (Oct 2024 - now)	Story		Rintarou	12	Heian trio, Teacher trio, Yoseito trio			
12/26/2024 19:27:23	Twitter	Read the manga after seeing the anime	Post anime announcement (Dec 2023 - Oct 2024)	At first I watched/read yohaji just because I missed mairuma💔💔 their stories have some similarities and after watching the anime and finally I continued reading in the manga, the story is SO EXTREMELY COOL1!1!. I didn't have much expectations for this series before😭😭 but there were times when it brought tears to my eyes and laughter too. I love this series..I kind of regret not knowing this masterpiece earlier..🥲🥲🥲🥲	HARUAKI ABE!!!	Beniko, kai, ranmaru	Beniko/hijita, ogoso/fuji, GAKUTAI!🎭🐦‍⬛	HARUAKI IS SUPPER COOLLLLL!!!! HE'S CUTE😭😭😭 AT FIRST WHEN I WATCHING THE ANIME I WAS LIKE... OHHH THIJS GUY IS CUTE?!?!??! ILOVE HIS PERSONALITY TOO, HE'S FUNNY. But sometimes I feel a little annoyed at first..like... I hope this guy is a little serious in dealing with things... be a little more mature please (at that time I was still anime only),Then when i continued reading the manga, I understand Haruaki's character better... he's not just a "silly guy" The backstory is told in a funny way but if you look back it's quite sad... he doesn't have friends, I can relate too. As the story progresses, his character development becomes very good, although his childish personality is what makes him who he is!!! he's a good teacher..😭😭 his bond with his students is very strong, and I cry how beautiful it is...🥲 I hope the teachers in my school are also like that (impossible) thats why i liked him and his character so much!! Ilove him💗💗🙏🙏🙏🙏🙏🙏	Still same! Haruaki	No	Thank you for making his poll!!<3	Haruaki	Beniko, Kai, Ranmaru	Haruaki	Post anime announcement (Dec 2023 - Oct 2024)	Story, Similar to Iruma			167	Hijita & Beniko, Fuji & Ogoso, Principal & Ranmaru			
12/26/2024 19:28:00	Twitter	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)	The settings of Yokai School sounds appealing to me, I also like comedy genre.	PRINCIPAL - ASHIYA DOUMAN!!!!	Karasuma Ranmaru, Abe no Seimei	Haruaki-Sano, Ranmaru-Douman, Seimei-Douman	I love the Principal so much hdhdjfhfjf aaaaa I understand where Ranmaru is coming from 🥹🥹🥹I want Acchan to be happy forever aaaaaa 🫶🫶🫶 I really wanna know what happened between Acchan  and Seimei and that will probably kill me. 	Still the principal 	No	Thank you for all the Yohaji translations. Keep up the good work <333333	Principal	Ranmaru, Seimei	Principal	Post anime announcement (Dec 2023 - Oct 2024)	School life, Comedy, Supernatural			40	Haruaki & Sano, Principal & Ranmaru, Seimei & Douman			
12/26/2024 19:55:51	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	Mame!! (I saw a lot of his funny scenes on TikTok)	Abe Haruaki	Miki, Mame	Haruaki x Miki (main ship) Sano & Mame (i like their friendship they're so cutee) I also like the (idiot) squad of Hijita, Zashiki, Nyuudou, & Akisame		Mame	No	Thank you for all your translations!! As a new fan, I'm really thankful and enjoying your contents since I want to know more about this series!!	Haruaki	Rintarou, Mame		Post anime release (Oct 2024 - now)	Characters, Tiktok	Mame	Mame	1	Haruaki & Rintarou, Sano & Mame, Hijita & Beniko & Nyuudou & Tamao			
12/26/2024 20:02:46	Twitter	Manga reader	2024, irrelevant to anime announcement	I saw the art with Haruaki's big smile holding the other characters chibi form and I Had to See that smile	Haruaki	Miki, Hijita, Hatanaka	I need more domestic scenes of Haru and Miki together... Sano and Mame's friendship is so cute too 🥺 I hope we see more of how they met whether it's on Yoseito or the main story	I'm insane about Takahashi's yokai form, I think he looks so cute with his round belly and 3 eyes and bald ass head 😭😭 but in the main story lately he's always in human form which makes me sad but ig if the other fans are happy it's fine... His dodomeki form did have some mini appearances in Yoseito so I'm happy<br><br>Haru's depth is insane... I love him so much I don't even know where to start, I'm very thankful for your translations for the Twitter extras because they have so many cute moments 🥺 When I started reading the manga, I thought Haru was the wettest most pathetic MC I've ever had the chance of encountering (compliment) and since I read the manga when it already had more than 100 chapters I had the happiness of seeing his growth and it was really amazing to see his usually scared expression changing into a beautiful smile!! Though it's a shame his sailor uniform obssession didn't translate into the anime, I liked that a lot about him and I think it just being "uniforms" is even more perverted but it's okay. I love love how his students like being praised by him it's so cute!! (like Mame's expression when Haru praised his poem) and also the fact that him and Seimei are actually quite similar? I have a headcanon that Seimei doesn't physically age so he was 84 when he died like the real life version because I thought that would be funny since we don't know his actual age. I love every paragraph you wrote analyzing his character and the tags you put on Tumblr too I read all of them so thank you very much again!! <br><br>I like Renren and Kuniko's couple but I do feel a bit sad about Renjou's crush on Kuniko being impossible 😞 (even though I had to read ch94 5 times before getting it 😭) so I hope Tanamai-sensei will make her find somebody else like Kai did 🥺		No	I plan to buy all 17 volumes (JP) one day!! Also happy end of the year to you ☺️	Haruaki	Rintarou, Hijita, Hatanaka	Takahashi, Haruaki, Seimei, Nyuudou, Kuniko, Renjou	2024, irrelevant to anime announcement	Characters	Haruaki		335	Haruaki & Rintarou, Sano & Mame			
12/26/2024 20:03:14	Tumblr	Manga reader	2020	Saw it at a book store and thought it looked cool. I like the yokai trivia	Takahashi Akira	Tamao and Kuniko	friendship of Renren and Tama, Beniko and Hijita, Family dynamic of Kuniko and Takahashi	The train arc and Renren arc has changed my brain chemistry. I would let Takahashi dissect me and thank him for it. 	Takahashi has always been a favorite once he was an established reoccurring character.	No	thank you!!	Takahashi	Tamao, Kuniko	Takahashi	2020	Supernatural			22	Tamao & Nyuudou, Hijita & Beniko, Takahashi & Kuniko			
12/26/2024 20:14:58	Tumblr	Manga reader	2022		Takahashi Akira	Haruaki, Ranmaru, Acchan (in that order)	Heian trio, Acchan/Ranmaru, everyone and haruaki!!! 	Takahashi caught my eye (ha) from the first time we saw him (in a more human like form). i love him so much. he became such a regular character even in merch it's so funny. he makes such good expressions!!!! meiji arc was good good food for me. i would eat him to see what he tastes like NOM NOM<br><br>Haruaki initally i appreciated but didn't love, but he grew on me and now he's number 2!! The Guy Ever i love how you can see he has grown since the beginning of the series, and grown closer to the class, but he still goes crazy over sailor uniforms. abe haruaki man who thinks the whole world should wear sailor uniforms (but not him that would be embarassing) you will always be famous to me. and i love when you can see his smart side!!!<br><br>Ranmaru and Acchan's dynamic is sooo interesting to me like why do you act like that. What Do You Mean ranmaru cooked for acchan when he was ill What. even if they're not romantic or whatever they're certainly a secret third thing!! tanamai feeds us very often the twitter extras are crazy<br><br>I alos love the class and everyone ever all the characters are amazinggg. tanamai sensei draws amazing crying faces so kai is still my background!! 		Yes	Tanaka Mai-sensei is my real number 1!!!  	Takahashi	Haruaki, Ranmaru, Principal	Takahashi, Haruaki, Ranmaru, Principal	2022				219	Heian trio, Principal & Ranmaru			
12/26/2024 20:31:15	Twitter	Read the manga after seeing the anime	Post anime release (Oct 2024 - now)	some people who was recommending the anime said it was funny and that the principal is handsome underneath the mask 	abe haruaki	sano mikoto, takahashi akira, ashiya douman	haruaki and 2-3 if that counts, sano mame (platonic mostly), and gakutai	i love media where its centered around a teacher (like assassination classroom etc) so when i saw that the mc was a teacher i got so excited, but when i first watched the anime i actually had mixed feelings abt haru but after i caught up w the anime (was up to ep6 at that time) and then immediately went and read the manga i fell in love w him 😭😭 he's everything..... hes so pretty, boyfail, girlboss, silly blorbo creature, super cute, genuinely such a good teacher, his growth during the manga is the coolest thing ever, he's an amazing person in general, so kind, awesome, super smart-- anyways-<br><br>i cant think of anything else rn but sano is really my type (i generally like blonde blue eyes guys in media), acchan is ourple (i like ourple characters), takahashi is.... i may have a thing for insane expressions and tanamai-sensei do not play when drawing them i got so spoilt while reading HAHAH <br><br>this is very very brief and me putting it Very simply though i can yap multiple paragraphs abt all of them if given the right circumstances but thats not right now unfortunately. also like picking a top 4 was so difficult i like everyone mann..<br>and i suspect these are popular characters but i mean what am i going to do i like these guys LOL 	pretty much didnt really change	No	do you think it's sano's arc next..................	Haruaki	Sano, Takahashi, Principal	Haruaki, Sano, Principal, Takahashi	Post anime release (Oct 2024 - now)	Anime, Recommend by friend			228	Sano & Mame, Principal & Ranmaru			
12/26/2024 20:38:17	Twitter	Read the manga after seeing the anime	Post anime announcement (Dec 2023 - Oct 2024)	The main character 	ABE HARUAKI!!!!!	MAME!!! :3	THE TEACHER TRIO (idk if that’s what they’re called)	gosh I love it when they see seimei in haruaki like omg…AJQMRVSKAJ and I love miki and haru past like I CAN’T BELIEVE THAT HARU IS ACTUALLY THAT CHILD MIKI WANT TO BE FRIENDS WITH AKAHGDMWVQGDSA		No	thank you for this!! I really appreciate it :3! I don’t have any friend that watch/read this anime so Idk who to talk to tysm!!	Haruaki	Mame	Haruaki	Post anime announcement (Dec 2023 - Oct 2024)	Characters	Haruaki		36	Teacher trio			
12/26/2024 20:55:57	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)	I love manga with yokai. And there are so many of them in this. The folklore is abundant	Haruaki	Miki and Mame	Haruaki and Miki definitely. They're so cute...Beniko and Hijita are also fun 			No		Haruaki	Rintarou, Mame		Post anime announcement (Dec 2023 - Oct 2024)	Supernatural			1	Haruaki & Rintarou, Hijita & Beniko			
12/26/2024 21:22:27	Twitter	Manga reader	2023	The art style. Also, when I first found out about this manga, I was really into anime with a yōkai theme, so I was immediately interested in reading it, lol. What made me even more certain to read Yohaji was probably the scene where Haruaki hides under the teacher's desk, and Sano tries to help him out	Sanoo 🙌	Haruaki ☀️☀️	Haruaki-Sano (yeah, I ship them). The Hatanaka-Mame-Tama trio and the friendship between Renren-Tama-Afro—I mean, Mujina	Hmm, does this mean favorite character or favorite character dynamic? I’ll just write about both if you don’t mind, hehe.<br><br>About my favorite character, which is Sano—like I mentioned earlier, when I first saw him, I immediately thought of Shizuo and Abeno from FnM. I became even more certain he was my favorite character when I found out he’s a tsundere, hahaha! Plus, it’s nice to add him to my collection of favorite blonde characters, hihi.<br><br>As for Haruaki, when I found out his birth month is February, I immediately thought, ‘Ha! My feelings weren’t wrong for liking you!’ I have this habit of getting overly excited whenever I find out a character I like shares the same birth month as me— 😭 hahaha.<br><br>Honestly, when it comes to favorite characters, it doesn’t stray far from Sano and Haruaki. The rest are just characters I like or find interesting. Speaking of other characters besides those two, for some reason, I’m drawn to Maeda, haha! I rarely like female characters, but Utagawa, Momo, and Mami (Mame’s cousin) managed to catch my attention.<br><br>I quite like Utagawa’s backstory, her responsible attitude as the vice class president (especially when paired with Nyuudo), and the fact that she looks so cute in the anime, haha—same with Momo. I didn’t expect Momo to be shown as close to Yanagida, hhhh. As for Mami, I love her character design. Her moments with Mame are also some of my favorite scenes!<br><br>As for other characters, I’m interested in Hijita, Mujina, and Ame—ah, speaking of Ame, I’m drawn to him because of his Kansai dialect in the anime 😭. I rarely hear anime characters speak in Kansai dialect (except for Hattori from DC, but I still feel a bit unsure about adapting to that dialect), and when I heard Ame speak, wow... Ame became the trigger for me to search for other anime characters with Kansai dialects, lol.<br><br>Back to the topic, another character might be Takahashi. When I first read the manga, I thought Takahashi was just a simple school doctor. I didn’t expect him to play a role in Yohaji’s lore, haha. The most surprising thing about him was finding out that the person who told him to become a doctor was Haruaki himself, hhhh. Before, I thought it was his father 😭.<br><br>TanaMai-sensei is amazing at creating plot twists and foreshadowing (⁠⁠´⁠ω⁠｀⁠⁠).<br><br>For character dynamics... Honestly, forgive me, but Haruaki and Sano really grab my attention and have completely stolen my heart 😭. Their ship dynamic is exactly the kind I love, haha. It’s a huge plus and something that excites me whenever there’s anything related to the two of them.<br><br>Although, the challenge is their relationship as a teacher and a student 😔. To be honest, I’m not someone who usually likes teacher-student ships, but somehow, they’re an exception for me, hhhh. Umm... I don’t want this to get too long, and honestly, I’m also not sure what else to talk about, so for now, this is all I want to share about the things I like. Thank you!	I forgot, but I’m pretty sure the first character I liked was Haruaki. However, for some reason, my memory tells me it was Sano, because the first time I saw Sano, I immediately thought of Shizuo from Durarara, who is also one of my favorite characters, haha! But I’m quite sure the first character I really liked was Haruaki(⁠*⁠´⁠ω⁠｀⁠*⁠)	No	I want to thank you so much for translating the Yohaji manga and for continuously providing information about it. I hope you stay healthy always! Yoroshiku onegaishimasu! and thank you so much once again!!	Sano	Haruaki	Sano, Haruaki, Maeda, Kuniko, Momoyama, Hijita, Mujina, Amaaki, Takahashi	2023	Art style, Supernatural			506	Haruaki & Sano, Yoseito trio, Nyuudou friendgroup			
12/26/2024 21:27:09	Tumblr	Manga reader	2024, irrelevant to anime announcement		Haruaki	Douman, Ogata, Ame	The teachers trio Haruaki and mandragora  Seimei and Douman 	I love them.		No		Haruaki	Principal, Ogata, Amaaki		2024, irrelevant to anime announcement				3	Teacher trio, Haruaki & mandragoras, Seimei & Douman			
12/26/2024 21:27:16	Twitter	Manga reader	2023	The humor then the story	Haruaki Abe	Mikoto Sano, Rintarou Miki and Izuna Hatanaka	Haruaki and Sano, Tama and Hatanaka and Mame, Rintarou and Hatanaka and Haruaki	I just loooove Haruaki like he's so cute, funny and i just love how hésite considerate for everyone. Everyone around him is drown by him, i just love his smile so muuuchhh my god i could go on much longer lol. And love how Everyone around him starts to change because of him and don't want to look bad or do bad things around him.  Love how Rintarou and Sano began to change thanks to him, how Tama began to have a dream because of him. I just love him so much as a character.  	They were the same lol	No	Thank you so much for translating this manga, your translation is always funny and thank you for also translating the author's tweets. This manga became one of my favorites.  	Haruaki	Sano, Rintarou, Hatanaka	Haruaki	2023	Comedy, Story			95	Haruaki & Sano, Yoseito trio, Hatanaka & Haruaki			
12/26/2024 21:32:30	Tumblr	Manga reader	Post anime announcement (Dec 2023 - Oct 2024)		Haru!!!!!!!	Rintarou, Tama, Marshmallow	Teacher trio (+ Marshmallow), Tama and Renren, Mame’s worstie group (creature trio)	I love the group dynamics but also the individual friendships in each one, like how Haru dotes on the mandragoras, or how Rintarou and Marshmallow are friends, or how Sano would probably kill for Mame, or Sano and Beniko being quiet besties in the bg. Anyway Haru is my favorite because he is cute and pretty and is the kindest and most pathetic character in the story with the world’s most beautiful smile and caught in intrigue plot he only barely knows the first layer of. And Tama is my son. 	Mame	No	Thank you for all your hard work translating yohaji!!!!!!	Haruaki	Rintarou, Tamao, Marshmallow	Haruaki, Rintarou, Marshmallow, Sano, Mame, Beniko, Tamao	Post anime announcement (Dec 2023 - Oct 2024)			Mame	91	Teacher trio, Tamao & Nyuudou, Yoseito trio			
12/26/2024 21:34:58	Twitter	Manga reader	2022	My general interest in Japanese Youkai	HARUAKI ABE HOW DOES IT FEEL TO BE THE BEST TEACHER EVER EXIST???? I WISH YOU ALL THE HAPPINESS	Mikitty, Ogoso (God I love Idols), Kurahashi	Teacher trio the trio ever you'll always be famous, Ogofuji they're cute, Momo is such a cutie and that paper guy		Kurahashi, I like glasses	No	Thank you for your hard work for the fandom 🙇	Haruaki	Rintarou, Ogoso, Kurahashi		2022	Supernatural		Kurahashi	1	Teacher trio, Fuji & Ogoso, Momoyama & Yanagida			
12/26/2024 21:38:28	Tumblr	Manga reader	2022	An oomf of mine kept posting art of them lol. Their mame & sano fanart made me read it😊💖 stayed bc it's funny as hell	MIKI RINTAROU	Haruaki and maybe fuji & ogoso	Harumiki......		Takahashi lol	No		Rintarou	Haruaki, Fuji, Ogoso		2022	Recommend by friend, Characters	Mame, Sano	Takahashi	1	Haruaki & Rintarou			
